churn,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls
No,161.0,1,1,0.0,166.2,125.0,28.25,279.4,100.24383838383838,23.75,181.0,85.0,8.15,13.4,6.0,3.62,1.0
No,161.0,1,0,38.0,240.4,112.0,40.87,201.8,102.0,17.15,206.1,112.0,9.27,16.1,6.0,4.35,0.0
No,190.0,1,1,0.0,150.9,86.0,25.65,268.6,129.0,22.83,179.9,73.0,8.1,14.7,1.0,3.97,1.0
No,72.0,1,1,0.0,253.0,73.0,43.01,219.3,78.0,18.64,210.8,89.0,9.49,9.8,4.0,2.65,0.0
No,43.0,1,1,0.0,27.0,117.0,4.59,160.9,97.0,13.68,279.5,96.0,12.58,10.7,3.0,2.89,3.0
No,99.0,1,1,0.0,214.9,103.0,36.53,218.4,121.0,18.56,272.6,110.0,12.27,9.6,3.0,2.59,2.0
No,124.0,1,1,0.0,167.4,119.0,28.46,233.2,143.0,19.82,109.6,115.0,4.93,10.3,5.0,2.78,0.0
No,161.0,1,1,0.0,151.2,89.0,25.7,228.4,117.0,19.41,169.3,107.0,7.62,9.3,2.0,2.51,2.0
No,143.0,1,0,33.0,141.4,130.0,24.04,186.4,114.0,15.84,210.0,111.0,9.45,7.7,6.0,2.08,1.0
No,11.0,1,0,24.0,131.5,98.0,22.36,230.2,111.0,19.57,283.7,87.0,12.77,10.0,3.0,2.7,2.0
No,79.0,1,1,0.0,157.5,90.0,26.78,223.8,83.0,19.02,241.1,98.0,10.85,12.2,4.0,3.29,1.0
No,56.0,1,1,0.0,91.1,90.0,15.49,179.3,115.0,15.24,300.7,89.0,13.53,11.9,8.0,3.21,2.0
No,35.0,1,1,0.0,179.8,82.0,30.57,176.1,78.0,14.97,132.6,85.0,5.97,12.0,5.0,3.24,1.0
No,59.0,1,0,46.0,200.1,44.0,34.02,126.0,78.0,10.71,146.3,123.0,6.58,10.6,5.0,2.86,1.0
No,96.0,1,0,26.0,126.5,108.0,21.51,123.8,114.0,10.52,308.5,98.0,13.88,13.1,6.0,3.54,2.0
No,166.0,1,1,0.0,173.9,103.0,29.56,276.4,83.0,23.49,190.8,113.0,8.59,15.3,5.0,4.13,0.0
No,39.0,1,1,0.0,93.3,83.0,15.86,199.6,114.0,16.97,206.2,104.0,9.28,6.5,4.0,1.76,0.0
No,93.0,1,0,32.0,116.9,120.0,19.87,232.4,97.0,19.75,127.7,112.0,5.75,11.0,9.0,2.97,0.0
No,122.0,1,1,0.0,216.5,60.0,36.81,250.3,140.0,21.28,247.0,99.0,11.12,5.7,6.0,1.54,2.0
No,86.0,1,0,30.0,99.9,84.0,16.98,263.5,125.0,22.4,254.7,90.0,11.46,9.8,7.0,2.65,2.0
No,78.0,1,1,0.0,131.4,98.0,22.34,189.9,95.0,16.14,147.4,83.0,6.63,11.2,2.0,3.02,2.0
No,55.0,1,0,37.0,197.5,100.03878787878787,33.58,228.7,141.0,19.44,313.4,121.0,14.1,19.7,4.432525252525252,5.32,1.0
No,90.0,1,0,29.0,150.1,109.0,25.52,264.7,103.0,22.5,178.4,97.0,8.03,5.8,4.0,1.57,1.0
No,102.0,1,1,0.0,214.8,60.0,36.52,173.8,70.0,14.77,166.7,90.0,7.5,10.9,2.0,2.6881655014307326,1.0
No,155.0,1,1,0.0,214.2,121.0,36.41,199.5,68.0,16.96,216.8,132.0,9.76,11.7,10.0,3.16,3.0
No,42.0,1,1,0.0,155.1,110.0,30.62938639792639,160.8,109.0,13.67,237.4,115.0,10.68,11.3,2.0,3.05,3.0
No,151.0,1,0,17.0,214.7,97.0,36.5,138.5,90.0,11.77,169.1,44.0,7.61,8.6,4.0,2.32,1.0
No,37.0,1,1,0.0,134.9,98.0,22.93,248.4,130.0,21.11,236.2,113.0,10.63,14.7,2.0,3.97,3.0
No,37.0,1,1,0.0,271.7,112.0,46.19,155.1,96.0,13.18,199.5,97.0,8.98,6.6,4.0,1.78,3.0
No,1.0,1,1,0.0,195.0,81.0,33.15,266.2,123.0,22.63,213.9,132.0,9.63,11.1,6.0,3.0,0.0
No,57.0,1,1,0.0,190.1,114.0,32.32,274.5,96.0,23.33,132.5,122.0,5.96,9.2,5.0,2.48,3.0
No,74.0,1,0,35.0,154.1,104.0,26.2,123.4,84.0,10.49,202.1,57.0,9.09,10.9,9.0,2.94,2.0
No,138.0,1,1,0.0,127.1,102.0,21.61,247.7,106.0,21.05,207.7,75.0,9.35,5.0,3.0,1.35,3.0
No,39.0,1,1,0.0,189.6,89.0,32.23,251.6,116.0,21.39,230.9,105.0,10.39,5.4,8.0,1.46,3.0
No,129.0,1,0,37.0,205.0,94.0,34.85,165.4,103.0,14.06,185.0,81.0,8.32,10.259010101010102,8.0,3.16,1.0
No,100.23829504382999,1,1,0.0,134.4,104.0,22.85,152.4,95.0,12.95,236.5,80.0,10.64,9.4,3.0,2.54,1.0
No,105.0,1,1,0.0,101.5,83.0,17.26,193.8,83.0,16.47,214.3,113.0,9.64,11.7,4.0,3.16,3.0
No,115.0,0,1,0.0,180.0,119.0,30.6,198.8,126.0,16.9,217.1,70.0,9.77,12.4,3.0,3.35,1.0
No,131.0,1,0,30.0,174.0,118.0,29.58,205.3,81.0,17.45,218.2,90.0,9.82,6.7,3.0,1.81,1.0
No,64.0,1,0,27.0,182.1,91.0,30.96,169.7,98.0,14.42,200.46569696969695,86.0,7.41,10.6,5.0,2.86,2.0
No,101.0,1,1,0.0,176.5,105.0,30.01,198.6,136.0,16.88,210.2,150.0,9.46,7.7,5.0,2.08,0.0
No,58.0,1,1,0.0,165.4,100.0,28.12,115.7,87.0,9.83,193.8,118.0,8.72,12.8,5.0,3.46,2.0
No,97.0,1,1,0.0,238.6,85.0,40.56,203.3,100.24383838383838,17.28,180.5,127.0,8.12,16.2,8.0,4.37,0.0
No,138.0,1,1,0.0,220.2,100.03878787878787,37.43,88.3,125.0,7.51,195.3,79.0,8.79,12.9,5.0,3.48,0.0
No,139.0,1,0,43.0,231.0,85.0,39.27,222.3,82.0,18.9,148.0,105.0,6.66,8.3,5.0,2.24,2.0
No,70.0,1,1,0.0,232.1,122.0,39.46,292.3,112.0,24.85,201.2,112.0,9.05,0.0,0.0,0.0,3.0
No,117.0,1,0,7.763636363636364,80.2,81.0,13.63,219.0,103.0,18.62,122.6,102.0,5.52,8.6,2.0,2.32,1.0
No,113.0,1,1,0.0,158.4,107.0,26.93,142.2,104.0,12.09,174.7,108.0,7.86,14.9,2.0,4.02,0.0
No,54.0,1,0,24.0,92.3,88.0,15.69,193.1,98.0,16.41,99.3,119.0,9.015240404040405,11.6,3.0,3.13,2.0
No,63.0,1,0,13.0,214.2,61.0,36.41,181.2,88.0,15.4,174.0,99.93292929292929,7.83,10.3,2.0,2.78,0.0
No,105.0,1,1,0.0,211.1,99.0,35.89,176.7,66.0,15.02,221.5,96.0,9.97,14.7,7.0,3.97,4.0
No,90.0,1,0,30.0,191.3,104.0,32.52,257.1,109.0,21.85,177.7,89.0,8.0,11.0,1.0,2.97,1.0
No,42.0,1,1,0.0,269.9,99.0,45.88,37.8,76.0,3.21,166.6,139.0,7.5,13.8,1.0,3.73,1.0
No,122.0,1,1,0.0,141.4,128.0,24.04,146.4,70.0,12.44,123.0,75.0,5.54,8.1,4.0,2.19,0.0
No,170.0,1,0,34.0,125.3,128.0,21.3,240.6,104.0,20.45,243.4,109.0,10.95,7.0,3.0,1.89,3.0
No,119.0,1,1,0.0,138.3,89.0,23.51,170.5,78.0,14.49,263.9,98.0,11.88,13.5,6.0,3.65,3.0
No,121.0,1,1,0.0,123.6,113.0,21.01,229.4,85.0,19.5,242.9,97.0,10.93,10.3,4.0,2.78,0.0
No,129.0,1,0,32.0,211.0,99.0,35.87,155.1,89.0,13.18,234.8,96.0,10.57,11.4,5.0,3.08,1.0
No,123.0,1,0,32.0,212.3,77.0,36.09,251.5,78.0,21.38,208.7,85.0,9.39,6.6,2.0,1.78,3.0
No,105.0,1,1,0.0,156.5,102.0,26.61,140.2,134.0,11.92,227.4,111.0,10.23,12.2,2.0,3.29,2.0
No,135.0,0,1,0.0,186.0,107.0,31.62,66.0,94.0,5.61,213.1,105.0,9.59,12.9,4.0,3.48,1.0
No,143.0,1,0,26.0,119.6,133.0,20.33,247.0,136.0,21.0,227.3,54.0,10.23,13.0,3.0,3.51,1.0
No,78.0,1,1,0.0,238.9,96.0,40.61,196.1,92.0,16.67,102.4,95.0,4.61,11.0,1.0,2.97,6.0
No,101.0,1,0,21.0,238.0,88.0,40.46,209.6,84.0,17.82,233.0,95.0,10.49,10.0,5.0,2.7,2.0
No,149.0,1,1,0.0,69.1,117.0,11.75,136.3,100.0,11.59,181.7,53.0,8.18,6.3,3.0,1.7,1.569090909090909
No,62.0,1,1,0.0,128.7,111.0,21.88,169.5,104.0,14.41,193.6,97.0,8.71,10.3,5.0,2.78,1.0
No,66.0,1,1,0.0,192.4,98.0,32.71,187.0,93.0,15.9,132.9,82.0,5.98,11.2,1.0,3.02,0.0
No,73.0,1,0,33.0,129.8,112.0,22.07,225.3,96.0,19.15,262.5,104.0,11.81,8.6,3.0,2.32,1.0
No,132.0,1,1,0.0,126.8,83.0,21.56,243.2,97.0,20.67,223.4,106.0,10.05,7.1,5.0,1.92,3.0
No,67.0,1,1,0.0,178.0,77.0,30.26,233.6,88.0,19.86,175.6,88.0,7.9,6.3,4.0,1.7,2.0
No,73.0,1,1,0.0,137.1,102.0,23.31,210.8,114.0,17.92,191.4,120.0,8.61,11.1,4.0,3.0,1.0
No,17.0,1,0,30.0,280.0,101.0,47.6,258.9,85.0,22.01,230.0,130.0,10.35,10.3,2.0,2.78,3.0
No,63.0,1,0,33.0,184.2,111.0,31.31,312.6,89.0,26.57,264.0,55.0,11.88,12.2,4.0,3.29,1.0
No,106.0,1,1,0.0,187.1,104.0,31.81,250.2,117.0,21.27,144.9,81.0,6.52,11.0,3.0,2.97,1.0
No,79.0,1,1,0.0,121.3,112.0,20.62,282.8,107.0,24.04,123.1,83.0,5.54,7.4,4.0,2.0,1.0
No,110.0,1,1,0.0,242.5,110.0,41.23,162.3,140.0,13.8,184.1,86.0,8.28,7.8,3.0,2.11,4.0
No,72.0,1,1,0.0,272.4,88.0,46.31,107.9,125.0,9.17,185.5,81.0,8.35,12.7,2.0,3.43,0.0
No,105.0,1,0,29.0,179.4,113.0,30.5,275.4,100.0,23.41,246.1,105.0,11.07,10.0,5.0,2.7,0.0
No,66.0,1,1,0.0,34.0,133.0,5.78,278.6,61.0,23.68,129.6,120.0,5.83,11.5,3.0,3.11,0.0
No,99.0,1,1,0.0,201.5,103.0,34.26,124.2,120.0,10.56,239.9,56.0,10.8,11.5,3.0,3.11,0.0
No,153.0,1,0,31.0,218.5,130.0,37.15,134.2,103.0,11.41,118.9,105.0,5.35,9.4,6.0,2.54,0.0
No,92.0,1,1,0.0,114.6,94.0,19.48,209.0,78.0,17.77,209.7,97.0,9.44,8.3,5.0,2.24,2.0
No,110.0,1,1,7.763636363636364,192.6,102.0,32.74,178.9,118.0,15.21,214.6,74.0,9.66,9.4,4.0,2.54,1.0
No,81.0,1,0,36.0,180.30662450726038,106.0,28.02,210.2,138.0,17.87,173.6,78.0,7.81,4.3,2.0,1.16,2.0
No,105.0,1,1,0.0,141.8,85.0,24.11,191.3,101.0,16.26,133.6,126.0,6.01,10.9,3.0,2.94,1.0
No,120.0,1,1,0.0,131.7,99.0,22.39,163.1,109.0,13.86,201.1,116.0,9.05,10.7,3.0,2.89,1.0
No,88.0,1,1,0.0,168.8,141.0,28.7,211.5,129.0,17.98,200.46569696969695,92.0,3.91,10.5,7.0,2.84,3.0
No,120.0,1,0,27.0,128.5,115.0,21.85,163.7,91.0,13.91,242.9,121.0,10.93,0.0,0.0,0.0,1.0
No,145.0,1,1,0.0,185.9,106.0,31.6,209.7,112.0,17.82,224.7,87.0,10.11,9.3,4.0,2.51,2.0
No,94.0,0,1,0.0,170.1,113.0,28.92,271.8,94.0,23.1,110.7,78.0,4.98,8.7,4.0,2.35,1.0
No,13.0,1,0,25.0,176.6,65.0,30.02,172.7,96.0,14.68,104.5,128.0,4.7,11.3,5.0,3.05,2.0
No,128.0,1,1,0.0,195.6,99.0,33.25,267.8,120.0,22.76,164.9,76.0,7.42,16.0,2.0,2.772088170957108,0.0
No,115.0,1,0,24.0,142.1,124.0,24.16,183.4,129.0,15.59,164.8,114.0,7.42,9.6,4.0,2.59,1.0
No,88.0,1,1,0.0,61.9,78.0,10.52,262.6,114.0,22.32,212.5,110.0,9.56,8.8,2.0,2.38,3.0
No,89.0,1,1,0.0,180.30662450726038,105.0,14.62,215.5,102.0,18.32,185.7,83.0,8.36,8.2,3.0,2.21,3.0
No,12.0,1,1,0.0,239.7,112.0,40.75,221.1,122.0,18.79,207.3,109.0,9.33,11.1,3.0,3.0,2.0
No,107.0,1,0,31.0,160.3,45.0,27.25,221.5,70.0,18.83,261.6,109.0,11.77,5.6,1.0,1.51,1.0
No,78.0,1,0,21.0,160.6,85.0,27.3,223.1,79.0,18.96,124.0,92.0,5.58,9.5,1.0,2.57,2.0
No,148.0,1,1,0.0,208.4,120.0,35.43,174.4,99.0,14.82,310.7,105.0,13.98,11.2,4.0,3.02,1.0
No,84.0,1,1,0.0,146.8,133.0,24.96,171.7,73.0,14.59,234.5,69.0,10.55,9.9,3.0,2.67,1.0
No,160.0,1,1,0.0,206.3,66.0,35.07,241.1,109.0,20.49,227.8,102.0,10.25,11.7,6.0,3.16,0.0
No,104.0,1,1,0.0,280.4,127.0,47.67,179.4,79.0,15.25,150.6,77.0,6.78,15.2,6.0,4.1,5.0
No,84.0,1,0,41.0,153.9,102.0,26.16,140.7,117.0,11.96,217.7,101.0,9.8,12.8,5.0,3.46,1.0
No,183.0,1,0,31.0,211.9,126.0,36.02,224.3,125.0,19.07,226.2,125.0,10.18,13.8,2.0,3.73,1.0
No,163.0,1,1,0.0,241.6,102.0,41.07,138.9,100.0,11.81,148.8,129.0,6.7,9.8,6.0,2.65,1.0
No,111.0,1,0,33.0,154.0,122.0,26.18,207.3,123.0,17.62,186.2,105.0,8.38,10.8,8.0,2.92,1.0
No,112.0,1,1,0.0,101.1,119.0,17.19,214.4,67.0,18.22,179.5,112.0,8.08,10.3,5.0,2.78,2.0
No,118.0,1,1,0.0,256.5,115.0,43.61,135.3,79.0,11.5,208.3,131.0,9.37,7.5,5.0,2.03,0.0
No,122.0,1,1,0.0,119.3,93.0,20.28,223.9,103.0,19.03,211.9,122.0,9.54,8.7,4.0,2.35,2.0
No,85.0,1,1,0.0,274.7,79.0,46.7,119.4,122.0,10.15,296.9,74.0,13.36,10.259010101010102,10.0,2.54,1.0
No,134.0,1,1,0.0,177.1,120.0,30.11,218.1,123.0,18.54,183.8,93.0,8.27,12.7,5.0,3.43,3.0
No,104.0,1,1,0.0,76.4,116.0,12.99,115.6,74.0,9.83,226.3,94.0,10.18,9.4,3.0,2.54,3.0
No,110.0,1,0,38.0,236.3,102.0,40.17,195.9,112.0,16.65,183.5,82.0,8.26,9.7,6.0,2.62,1.0
No,78.0,1,0,26.0,189.0,98.0,32.13,191.7,67.0,16.29,217.0,68.0,9.76,11.3,3.0,3.05,0.0
No,101.0,1,1,0.0,232.7,114.0,39.56,186.4,123.0,15.84,153.3,122.0,6.9,11.5,6.0,3.11,5.0
No,68.0,1,1,7.763636363636364,143.6,80.0,24.41,134.3,65.0,11.42,215.6,84.0,9.7,15.5,5.0,4.19,2.0
No,78.0,1,1,0.0,87.0,102.0,14.79,193.6,64.0,16.46,205.8,120.0,9.26,11.0,5.0,2.97,0.0
No,53.0,1,0,22.0,174.8,110.0,29.72,191.4,104.0,16.27,119.5,103.0,5.38,12.0,2.0,3.24,3.0
No,76.0,1,0,37.0,190.8,58.0,32.44,221.9,101.0,17.048292929292934,211.2,104.0,9.5,12.3,4.0,3.32,1.0
No,41.0,1,0,22.0,213.8,102.0,36.35,141.8,86.0,12.05,142.2,123.0,6.4,7.2,3.0,1.94,0.0
No,120.0,1,1,0.0,94.3,97.0,16.03,181.5,91.0,15.43,176.5,149.0,7.94,9.6,4.0,2.59,1.0
No,93.0,1,1,0.0,199.7,109.0,33.95,114.2,68.0,9.71,241.0,109.0,10.85,7.1,2.0,1.92,0.0
No,134.0,1,0,32.0,80.3,94.0,13.65,199.9,124.0,16.99,170.8,117.0,7.69,16.6,3.0,4.48,0.0
No,75.0,1,0,21.0,175.8,97.0,29.89,217.5,106.0,18.49,200.46569696969695,134.0,10.69,5.3,4.0,1.43,5.0
No,17.0,1,1,0.0,168.5,102.0,28.65,297.2,130.0,25.26,244.7,117.0,11.01,8.8,6.0,2.38,3.0
No,78.0,1,1,0.0,162.3,116.0,27.59,192.4,86.0,16.35,240.6,100.0,10.83,10.1,3.0,2.73,2.0
No,118.0,1,1,0.0,224.6,94.0,38.18,225.9,120.0,19.2,269.0,105.0,12.11,12.5,8.0,3.38,2.0
No,85.0,1,1,0.0,259.8,85.0,44.17,242.3,117.0,20.6,168.8,72.0,7.6,5.4,1.0,1.46,0.0
No,76.0,1,1,0.0,201.5,127.0,34.26,155.2,91.0,13.19,249.6,103.0,11.23,8.6,1.0,2.32,2.0
No,56.0,1,1,0.0,121.6,84.0,20.67,165.3,115.0,14.05,243.9,95.0,10.98,8.9,2.0,2.4,1.0
No,95.0,1,1,0.0,167.6,96.0,28.49,176.0,89.0,14.96,250.9,113.0,11.29,13.4,6.0,3.62,2.0
No,82.0,1,0,29.0,163.8,77.0,27.85,134.9,112.0,11.47,79.3,95.0,3.57,8.8,2.0,2.38,2.0
No,131.0,1,1,0.0,175.1,73.0,29.77,171.9,116.0,14.61,131.1,99.93292929292929,5.9,7.3,6.0,1.97,1.0
No,41.0,1,0,43.0,158.9,96.0,27.01,280.4,117.0,23.83,216.5,97.0,9.74,10.8,4.0,2.92,2.0
No,48.0,1,0,37.0,211.7,115.0,35.99,159.9,84.0,13.59,144.1,80.0,6.48,12.2,1.0,3.29,1.0
No,114.0,0,0,31.0,174.5,104.0,29.67,224.2,92.0,19.06,116.3,91.0,5.23,12.3,10.0,3.32,2.0
No,94.0,1,1,0.0,252.6,104.0,42.94,169.0,125.0,14.37,170.9,106.0,7.69,11.1,7.0,3.0,2.0
No,48.0,1,1,0.0,237.5,117.0,40.38,211.1,114.0,17.94,163.9,114.0,7.38,9.7,3.0,2.62,1.0
No,128.0,1,0,40.0,272.2,112.0,46.27,239.9,111.0,20.39,257.3,124.0,11.58,11.6,2.0,3.13,1.0
No,70.0,1,1,0.0,126.3,99.0,28.62099935408812,141.6,106.0,12.04,255.9,96.0,11.52,9.6,2.0,2.59,0.0
No,112.0,1,1,0.0,189.4,83.0,32.2,219.0,89.0,18.62,168.0,116.0,7.56,7.1,8.0,1.92,3.0
No,185.0,1,1,0.0,55.6,97.0,9.45,288.7,83.0,24.54,111.2,110.0,5.0,12.1,3.0,3.27,2.0
No,152.0,1,1,0.0,101.2,122.0,17.2,141.6,100.24383838383838,12.04,198.5,124.0,8.93,7.5,3.0,2.03,2.0
No,105.0,0,1,0.0,228.4,100.0,38.83,145.1,108.0,12.33,245.3,140.0,11.04,7.7,7.0,2.08,0.0
No,232.0,1,1,0.0,165.6,104.0,28.15,195.9,115.0,16.65,118.3,77.0,5.32,11.8,3.0,3.19,1.0
No,74.0,1,1,0.0,176.1,79.0,29.94,208.3,105.0,17.71,237.5,86.0,10.69,16.1,4.0,4.35,4.0
No,116.0,1,1,0.0,192.1,98.0,32.66,312.9,135.0,26.6,130.2,94.0,5.86,7.9,2.0,2.13,3.0
No,13.0,1,1,0.0,180.30662450726038,121.0,9.93,262.2,64.0,17.048292929292934,159.0,115.0,7.15,11.9,5.0,3.21,1.0
No,110.0,1,0,40.0,202.6,103.0,34.44,118.8,128.0,10.1,234.9,98.0,10.57,9.0,9.0,2.43,2.0
No,216.0,1,1,0.0,212.3,106.0,36.09,191.1,71.0,16.24,224.9,79.0,10.12,9.4,8.0,2.54,3.0
No,110.0,1,1,0.0,227.7,88.0,38.71,170.0,96.0,14.45,128.7,57.0,5.79,11.7,5.0,3.16,1.0
No,75.0,1,0,19.0,210.3,90.0,35.75,241.8,87.0,20.55,215.7,102.0,9.71,13.1,3.0,3.54,4.0
No,69.0,1,1,0.0,153.7,109.0,26.13,194.0,105.0,16.49,256.1,114.0,11.52,14.1,6.0,3.81,1.0
No,163.0,1,0,39.0,268.1,104.0,45.58,216.6,65.0,18.41,359.9,118.0,16.2,11.4,4.0,3.08,0.0
No,82.0,1,0,7.763636363636364,247.4,106.0,42.06,167.1,110.0,14.2,207.6,113.0,9.34,6.8,1.0,1.84,5.0
No,95.0,1,1,0.0,226.6,98.0,38.52,88.5,107.0,7.52,166.2,105.0,7.48,11.9,3.0,3.21,2.0
No,30.0,1,1,0.0,247.4,107.0,42.06,175.9,76.0,14.95,287.4,90.0,12.93,11.3,2.0,3.05,0.0
No,88.0,1,1,0.0,152.9,119.0,25.99,171.2,107.0,14.55,257.0,106.0,11.57,12.0,5.0,3.24,2.0
No,81.0,1,1,0.0,140.8,97.0,23.94,211.5,109.0,17.98,216.9,53.0,9.76,12.2,4.0,3.29,0.0
No,171.0,1,0,25.0,223.2,77.0,37.94,183.2,118.0,15.57,150.8,90.0,6.79,10.2,3.0,2.75,3.0
No,169.0,1,1,0.0,157.8,96.0,26.83,160.0,120.0,13.6,198.8,112.0,8.95,13.7,6.0,3.7,3.0
No,135.0,1,0,46.0,172.6,77.0,29.34,203.4,102.0,17.29,264.2,108.0,11.89,10.4,4.432525252525252,2.81,1.0
No,87.0,1,1,0.0,176.6,83.0,30.02,221.6,101.0,18.84,185.3,89.0,8.34,9.4,1.0,2.54,0.0
No,69.0,1,1,0.0,196.1,87.0,33.34,236.8,66.0,20.13,182.3,75.0,8.2,11.9,1.0,3.21,0.0
No,116.0,1,0,23.0,253.0,78.0,43.01,138.9,121.0,11.81,277.8,104.0,12.5,11.8,3.0,3.19,2.0
No,181.0,1,0,40.0,105.2,61.0,17.88,341.3,79.0,29.01,165.7,97.0,7.46,6.3,3.0,1.7,2.0
No,69.0,1,1,0.0,143.6,88.0,24.41,141.8,86.0,12.05,194.0,83.0,8.73,10.8,5.0,2.92,3.0
No,63.0,1,1,0.0,6.6,107.0,1.12,359.3,142.0,30.54,252.5,131.0,11.36,5.6,3.0,1.51,0.0
No,137.0,1,1,0.0,110.5,79.0,18.79,223.2,111.0,18.97,169.5,64.0,7.63,10.5,3.0,2.84,3.0
No,93.0,1,0,21.0,117.9,131.0,20.04,164.5,115.0,13.98,217.0,86.0,9.76,9.8,3.0,2.65,1.0
No,176.0,1,1,0.0,223.2,76.0,37.94,214.4,131.0,18.22,200.46569696969695,80.0,6.95,10.1,2.0,2.73,3.0
No,122.0,1,1,0.0,35.1,62.0,5.97,180.8,89.0,15.37,251.6,58.0,11.32,12.7,2.0,3.43,1.0
No,165.0,1,0,23.0,184.7,63.0,31.4,168.0,62.0,14.28,176.1,125.0,7.92,8.7,5.0,2.35,1.0
No,50.0,1,1,0.0,157.1,90.0,26.71,223.3,72.0,18.98,181.4,111.0,8.16,6.1,2.0,1.65,1.0
No,148.0,1,1,0.0,168.7,125.0,28.68,208.5,79.0,17.72,184.1,86.0,8.28,6.8,6.0,1.84,2.0
No,78.0,1,1,0.0,193.1,85.0,32.83,172.1,105.0,14.63,129.6,119.0,5.83,10.2,1.0,2.75,0.0
No,89.0,1,1,0.0,192.1,83.0,32.66,163.6,88.0,13.91,169.7,138.0,7.64,6.1,3.0,1.65,0.0
No,138.0,1,1,0.0,205.9,96.0,35.0,257.1,94.0,21.85,209.0,63.0,9.4,12.1,8.0,3.27,0.0
No,77.0,1,1,0.0,175.8,116.0,29.89,156.2,125.0,13.28,237.4,106.0,10.68,5.0,4.0,1.35,0.0
No,40.0,0,1,0.0,170.7,55.0,29.02,179.1,108.0,15.22,281.9,89.0,12.69,8.2,9.0,2.21,3.0
No,20.0,1,0,35.0,171.5,98.0,29.16,153.1,127.0,13.01,165.6,125.0,7.45,7.1,3.0,1.92,0.0
No,82.0,1,0,34.0,232.6,121.0,39.54,153.2,115.0,13.02,286.7,77.0,12.9,4.7,3.0,1.27,3.0
No,43.0,1,0,39.0,188.3,108.0,32.01,167.6,116.0,14.25,189.9,92.0,8.55,15.6,5.0,4.21,1.0
No,106.0,1,1,0.0,155.9,90.0,26.5,198.0,101.0,16.83,189.1,95.0,8.51,8.0,2.0,2.16,2.0
No,93.0,1,1,0.0,198.1,93.0,33.68,236.1,95.0,20.07,127.3,121.0,5.73,12.6,4.0,3.4,2.0
No,113.0,1,0,34.0,44.9,63.0,7.63,134.2,82.0,11.41,168.4,118.0,7.58,13.3,3.0,3.59,1.0
No,133.0,1,1,0.0,226.8,87.0,38.56,127.9,93.0,10.87,160.1,89.0,7.2,9.2,3.0,2.48,0.0
No,194.0,1,1,0.0,48.4,101.0,8.23,281.1,138.0,23.89,218.5,87.0,9.83,18.2,1.0,4.91,1.0
No,146.0,1,0,11.0,175.39711534472283,82.0,30.72,173.7,90.0,14.76,231.5,89.0,10.42,10.1,4.0,2.73,2.0
No,80.0,1,1,0.0,149.8,123.0,25.47,276.3,75.0,23.49,241.4,75.0,10.86,10.9,7.0,2.94,2.0
No,95.0,1,1,0.0,238.1,65.0,40.48,187.2,98.0,15.91,190.0,115.0,8.55,11.8,4.0,3.19,4.0
No,45.0,1,0,29.0,135.8,104.0,23.09,222.5,101.0,18.91,235.6,92.0,10.6,7.9,6.0,2.13,2.0
No,133.0,1,1,0.0,172.2,81.0,29.27,214.9,123.0,18.27,184.3,90.0,8.29,11.1,6.0,3.0,3.0
No,61.0,1,1,0.0,197.7,118.0,33.61,152.2,96.0,12.94,221.0,93.0,9.95,7.0,3.0,1.89,2.0
No,109.0,1,1,0.0,180.0,100.0,30.6,229.0,103.0,19.47,139.4,105.0,6.27,7.8,8.0,2.11,3.0
No,106.0,1,1,0.0,158.7,74.0,26.98,64.3,139.0,5.47,198.5,103.0,8.93,10.2,4.0,2.75,1.0
No,90.0,1,1,0.0,109.9,102.0,18.68,220.8,114.0,18.77,104.0,133.0,4.68,10.9,6.0,2.94,0.0
No,128.0,1,0,25.0,265.1,110.0,45.07,197.4,99.0,16.78,244.7,91.0,11.01,10.0,3.0,2.7,1.0
No,131.0,1,0,36.0,214.2,115.0,36.41,161.7,117.0,13.74,264.7,102.0,11.91,9.5,4.0,2.57,3.0
No,144.0,1,0,38.0,276.3,149.0,46.97,200.67979797979797,112.0,21.42,132.5,85.0,5.96,8.7,3.0,2.35,1.0
No,95.0,1,1,0.0,183.4,98.0,31.18,281.3,95.0,23.91,105.2,113.0,4.73,10.259010101010102,8.0,2.21,1.0
No,27.0,1,1,0.0,232.1,81.0,39.46,210.8,101.0,17.92,165.4,87.0,9.015240404040405,15.0,6.0,4.05,5.0
No,177.0,1,1,0.0,84.9,77.0,14.43,257.5,109.0,21.89,210.5,66.0,9.47,7.5,5.0,2.03,2.0
No,84.0,0,1,0.0,299.4,71.0,50.9,61.9,88.0,5.26,196.9,89.0,8.86,6.6,7.0,1.78,2.0
No,43.0,1,1,0.0,241.9,101.0,41.12,129.4,121.0,11.0,264.8,104.0,11.92,5.9,3.0,1.59,1.0
No,147.0,1,1,0.0,248.6,83.0,42.26,148.9,85.0,12.66,172.5,109.0,7.76,8.0,4.0,2.16,3.0
No,158.0,1,1,0.0,158.0,106.0,26.86,292.5,114.0,24.86,241.1,89.0,10.85,9.1,4.0,2.46,1.0
